"","text","emotion","polarity"
"1270","no way","unknown","negative"
"1271","ˇîˇîˇîˇîˇîˇîˇîˇîˇîˇîˇî if it‚Äôs safe to mail tax refunds social security checks stimulus checks draft regis‚Ä","unknown","neutral"
"1272","this would be clearly unconstitutional now let‚Äôs keep talking about trumpseconomy and the bigges‚Ä","unknown","neutral"
"1273","embarrassment no sir that was done in","unknown","negative"
"1274","was wondering how long it would take president you are starting to become very predictable sow t‚Ä","unknown","negative"
"1275","you realize that covid gives every american undeniable justification for an absentee balloty‚Ä","unknown","neutral"
"1276","no","unknown","positive"
"1277","little troll ag keith antifa ellisonis trying to go after you","unknown","negative"
"1278","and it‚Äôll probably have its best next quarterbc of the rebound and jobs coming back and those nu‚Ä","unknown","positive"
"1279","sending our kids to school for eight hours a day is fine though you are transparent","unknown","positive"
"1280","you are so predictable lmao","unknown","positive"
"1281","the election was already compromised inyoure the poster child of great embarrassment to t‚Ä","joy","negative"
"1282","no delaying you are a great embarrassment to the usa","joy","neutral"
"1283","this is what we get when we elect a moron who has no idea what is in the constitution but thinks‚Ä","sadness","negative"
"1284","this is so transparent i‚Äôm amazed that anyone believes a word out of your mouth you‚Äôre a goon","surprise","positive"
"1285","no fucking way you crook you‚Äôre out of here","unknown","negative"
"1286","the inconsistencies are unbelievable safe enough to go to work amp school but not safe enough to vo‚Ä","unknown","negative"
"1287","instead of complaining your job is to fix whatever is broken if it even is broken","unknown","negative"
"1288","unless you are elected to a second term your term expires on january","unknown","positive"
"1289","heyyour respons‚Ä","unknown","positive"
"1290","nice try vote","unknown","neutral"
"1291","definitely not getting you and your fellow corrupt racist frauds out of washington is a matter o‚Ä","unknown","negative"
"1292","nfw","unknown","positive"
"1293","i promise you if you take away mailin voting i will stand in line for days praying the covid a‚Ä","unknown","positive"
"1294","absolutely fucking not","unknown","positive"
"1295","absolutely not there is nothing wrong with mailin voting americans will not tolerate a delayed‚Ä","unknown","neutral"
"1296","oh no wait here‚Äôs the reason he‚Äôs pissy this morning","unknown","positive"
"1297","well since youre an expert in fraud it is not surprising youre pulling this card afraid of losing","fear","negative"
"1298","now do the only thing embarrassing will be putin having to find another puppet and sucker","unknown","negative"
"1299","no you have no authority to delay the election and you bs about fraud has been debunked numerous‚Ä","unknown","negative"
"1300","start exiling traitors and sedicious criminals who dont honor and respect our constitution free‚Ä","joy","positive"
"1301","absolutely notyour mental fitness has declined you must resigntraitortrump putinspuppet","unknown","positive"
"1302","make the democracy great again and leave the power m trump","joy","positive"
"1303","trump is insanespecial thank you shoutout to all the gullible sycophantic cult members who bro‚Ä","unknown","neutral"
"1304","fuck no there will be no delay to kicking your ass out of the white house we would do it today if we could","unknown","positive"
"1305","cant wait till you get jfkd","sadness","negative"
"1306","this tweet sent the trump train backwardsthe election will go on as planned focus on what you‚Ä","unknown","neutral"
"1307","im for what you our president thinks best for our great country","joy","positive"
"1308","trump is tweeting false information what a joke this man is so worried about voter fraud but not‚Ä","unknown","neutral"
"1309","why does he haveafter the last sentence it does not appear to be a question","unknown","negative"
"1310","have walkin voting over a day period by splitting alphabetically this would create major socia‚Ä","unknown","negative"
"1311","why is trump asking people to vote by mail then","unknown","positive"
"1312","no need only adults can vote right then we need to act like adults","joy","positive"
"1313","are you serious so you can allow more people to die absolutely not","unknown","negative"
"1314","so it‚Äôs safe enough to reopen our country and schools but not safe enough to vote got it","unknown","positive"
"1315","you‚Äôre confused you‚Äôre the great embarrassment","joy","negative"
"1316","mailin voting fraud will not occurif you loose get out of towncovid is waiting for you in florida","sadness","negative"
"1317","markets are tanking","unknown","positive"
"1318","we can safely vote nowthis entire thing is ridiculous if you ask me","unknown","negative"
"1319","you are the greatest embarrassment to the usa","unknown","neutral"
"1320","trump just wants to stir chaos and be the one to bring things back to order","unknown","positive"
"1321","you had your chance to impeach him and you laughed‚Ä","unknown","negative"
"1322","ballot ballot ballot mail mail mail texas texas texas","unknown","positive"
"1323","i remember governors delaying elections due to covid i also remember the left attacking governors‚Ä","unknown","negative"
"1324","trumpisaloser","unknown","positive"
"1325","nope on november rd you‚Äôre done","unknown","positive"
"1326","how come the greatest country on earth cant manage universal mailin voting like so many other countries do","joy","positive"
"1327","no thanks ready to vote now","unknown","positive"
"1328","article","unknown","positive"
"1329","the supreme court must make a decision to hold the election in novemberthe president does not h‚Ä","unknown","neutral"
"1330","you are the great embarrassment and it is your lack of action that has the country in chaosyou‚Ä","joy","negative"
"1331","no because what you are claiming is actually false","unknown","positive"
"1332","absolutely not this is the most frightening thing you have said and should be worthy of treason‚Ä","fear","neutral"
"1333","and here it is people the first step in trumps plan to cling to office as long as possiblehe is‚Ä","unknown","negative"
"1334","grift much scammer dishonest small petulant child you aresir","unknown","negative"
"1335","and you will see widespread protests want to see an uprising of epic proportions try this","unknown","negative"
"1336","oh youre starting to believe the polls now are you ridenwithbiden","unknown","positive"
"1337","you want riots like what we just went throughyou just try it the aftermath of george floyd‚Äôs m‚Ä","joy","positive"
"1338","bitch byeˇôÑˇôÑˇôÑ","unknown","negative"
"1339","running scared","fear","negative"
"1340","it will a bigger embarrassment if you stay in","unknown","neutral"
"1341","wow you can genuinely feel your loss even before it happens youre desperate grasping at anyth‚Ä","anger","negative"
"1342","nah we good","joy","positive"
"1343","gdp fell overlast quarter and we are at over k deaths with no end in sight‚Ä","unknown","negative"
"1344","good people of americahis whole family votes by mail his vp votes by mail he votes by mail‚Ä","joy","positive"
"1345","our main embarrassment is having you as president","unknown","negative"
"1346","why isn‚Äôt it safe because you blew it","unknown","positive"
"1347","the constitution says no","unknown","positive"
"1348","not for any reason","unknown","positive"
"1349","˘Ö¯¯¯˘á˘Ö˘à¯˙˚ú","unknown","positive"
"1350","you are losing bigky that is why your daily cry is about a non existent fraud","surprise","negative"
"1351","delay the election you‚Äôd like that wouldn‚Äôt you you‚Äôre still going to jail whether it‚Äôsmonths oryears","joy","neutral"
"1352","dude you would def not be saying this if the polls showed you leading","unknown","positive"
"1353","there‚Äôs one fraud being played out on america and it‚Äôs trumpconfidence don and the long conhe‚Äô‚Ä","unknown","negative"
"1354","how is it the socalled president doesn‚Äôt know how voting works or what‚Äôs written in the constitu‚Ä","unknown","neutral"
"1355","so unsafe to vote but kids can go to school","unknown","negative"
"1356","nope you‚Äôre getting your orange ass out of that office come november","unknown","positive"
"1357","no you need to lose fairlylike a man trumpisacoward trumpthreatensamerica‚Ä","unknown","negative"
"1358","the election will not be delayedi love how scared you areyou should bejoe biden and the a‚Ä","fear","negative"
"1359","ˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇ","unknown","positive"
"1360","mulligans are only for golf you totally fucked up your presidency and the country no doovers w‚Ä","unknown","positive"
"1361","excusesmonths early man up","unknown","positive"
"1362","will it still be inaccurate and fraudulent if you win mr president","unknown","negative"
"1363","moroninchief","unknown","positive"
"1364","translation ‚Äúplease use ivanka‚Äôs compromised voting machines‚Äù","unknown","positive"
"1365","loser knows he will get humiliated in novemberloser now will try to delay the election‚Ä","sadness","negative"
"1366","how about that gdp drop largest in history","unknown","positive"
"1367","you‚Äôre a great embarrassment to the usa","joy","neutral"
"1368","you are a crazy person","unknown","negative"
"1369","good luck with that donnie aint happening","joy","positive"
"1370","or how about you do your damn fucking job and come up with a way to insure that it doesnt turn o‚Ä","disgust","negative"
"1371","you‚Äôre going to lose as scheduled on nov rd and then you will go to prison at some point on","unknown","neutral"
"1372","either waypresident trump will win in a landslide victory","unknown","positive"
"1373","everybody should report this tweet","unknown","positive"
"1374","ÊûËˇÔˇÊÉÁöÑÁûÔÅËÁ‰ãÂèÂê","unknown","positive"
"1375","mcconnell better get his ass in front of a microphone right fucking now","sadness","neutral"
"1376","better yetvote today","unknown","positive"
"1377","f utrumpno way do we delay","unknown","negative"
"1378","it must be tantrumthursdays ˇˇòáˇáˇá","unknown","positive"
"1379","i dont think so donny","unknown","positive"
"1380","no don‚Äôt even float the ‚Äòdelay election‚Äô bullshit you‚Äôre loosing you can leave with dignity o‚Ä","unknown","positive"
"1381","i will start standing in line today to vote you out","unknown","positive"
"1382","byefelicia","unknown","positive"
"1383","you scared you will lose bro","fear","negative"
"1384","even though you and your crime family voted by mail","unknown","neutral"
"1385","we want you out","unknown","positive"
"1386","why cant conservatives cheattoo and even out the purported cheating by democrats","unknown","positive"
"1387","shame","sadness","negative"
"1388","winners can lose losers cant","unknown","neutral"
"1389","here we go its starting","unknown","positive"
"1390","don‚Äôt delay the election because america is tired of your bullshit votetrumpout voteoutcorruptgop votethemallout","disgust","negative"
"1391","report this tweet","unknown","positive"
"1392","racist and inept worsteconomyinhistory","unknown","negative"
"1393","you are a danger to our democracy i will help vote you out on novemberpack your bags donnie","unknown","neutral"
"1394","not one more day","unknown","positive"
"1395","it is official americans are living in a banana republic lead by a tin pot dictator with no brains","unknown","neutral"
"1396","dictatorship is on the way","unknown","negative"
"1397","you‚Äôre not getting out of your novpaddlin‚Äô from the voters","unknown","positive"
"1398","god almighty votebluetoendthisnightmare thamendmentnow","sadness","positive"
"1399","and there it isluckily you have no authority to do thisputinspuppet putinsgop‚Ä","unknown","positive"
"1400","agree completely mailin voting will give leftwing dem socialists the election delay the electio‚Ä","unknown","neutral"
"1401","thamendmentnow ˇîˇîˇî","unknown","positive"
"1402","quit snorting adderall","unknown","negative"
"1403","in case youve forgotten some of the other batshitcrazy things the idiotinchief has said here‚Ä","unknown","positive"
"1404","if rioting with masks is ok why isn‚Äôt voting with masks this is insane to even considersom‚Ä","unknown","negative"
"1405","hell no we vote‚ÄÔè","unknown","negative"
"1406","oh hellllllllll no there will be no delaying election day boyo","unknown","neutral"
"1407","why can‚Äôt we safely vote are you going to put federal forces in our waystop lying to the ameri‚Ä","unknown","negative"
"1408","delay lol ha ha ha hafunny guy","unknown","positive"
"1409","be quiet nobody likes you nobodylikesyou","unknown","positive"
"1410","i would walk over a field of legos just to vote you outˇñïˇè","joy","positive"
"1411","trump‚Äôs newcampaign appears to be pelosi","unknown","positive"
"1412","ha ha ha hell no pack your bag loser","unknown","negative"
"1413","the most inaccurate amp fraudulent in the history of america are you","unknown","negative"
"1414","yes sir please delay the election due to covid","joy","neutral"
"1415","uh yeah no not going to happen i will crawl through glass to vote you out if i have to","fear","positive"
"1416","delay the electionwhen did u become kingˇˇˇˇˇˇˇ","unknown","positive"
"1417","oh hell no i‚Äôll gladly catch coronavirus before i let you delay an election","joy","negative"
"1418","extend it another year like tokyo olympics","joy","positive"
"1419","you sir cannot delay the election at least our founding fathers had foresight to make this not po‚Ä","unknown","negative"
"1420","if mail in voting was truly easy to cheattrumpgop would be gungho for ittheyve all made it‚Ä","unknown","positive"
"1421","so we are in a place where you‚Äôre saying it is safe to open the country and send our kids to schoo‚Ä","unknown","positive"
"1422","you realize you are the great embarrassment to the usa","joy","neutral"
"1423","knows he‚Äôs going to lose so squirmingembarrassing bone spur bunker boy getting his reasonsexcuses in early","unknown","negative"
"1424","ah no","unknown","positive"
"1425","delay the election and just watch how quickly the plandemic disappears","unknown","negative"
"1426","mail in voting and absentee voting are the same thing provemewrong","unknown","negative"
"1427","nope youre not doing this this is absolutely the bridge too far the vote is not safe because y‚Ä","unknown","positive"
"1428","i guess those polls are a reality of things to come","unknown","positive"
"1429","just took a look at biden‚Äôs plan for america and it‚Äôs amazing do you have a plan or do you just‚Ä","surprise","positive"
"1430","a delay will only make your inevitable defeat worse the more people see of you the more convince‚Ä","unknown","negative"
"1431","you are such a coward","unknown","negative"
"1432","that‚Äôs not how it works","unknown","positive"
"1433","every hour do you think of whats the dumbest stupidest thing you could tweet just so you could‚Ä","unknown","positive"
"1434","no we have to rise above this challenge and go to vote in person on the day we cannot and should not be defeated by fear","fear","negative"
"1435","they can already do that now i will gladly walk into my polling place to vote in person","joy","positive"
"1436","absolutely no fg way elections have been held during wars and outbreaks and even during the‚Ä","unknown","negative"
"1437","expected following the authoritian playbook usa safeguard the rule of law","unknown","positive"
"1438","the words of a true dictator","unknown","negative"
"1439","donnie baby don‚Äôt worry many pork are saying that president barr will make all this go away‚Ä","joy","negative"
"1440","no idiot","unknown","negative"
"1441","we need voter id","unknown","negative"
"1442","this post should be reported by everyone for attempting to incite political unrest and civil war i‚Ä","anger","negative"
"1443","you do realize you are the embarrassment for the united states feeling like you are losing so why‚Ä","joy","negative"
"1444","no we get to vote you out on election day as scheduled you vote by mail anyone else should be able to do so too ˇˇ","sadness","negative"
"1445","why cant they vote safely now i thought the virus was a hoax ˇòÇ","unknown","negative"
"1446","read the constitutionelection cant be postponed just because you want a chance to kill even more americans","unknown","positive"
"1447","nae chance monkey","unknown","positive"
"1448","your term ends janregardless voting is a citizen‚Äôs right you have no authority to take it away","unknown","positive"
"1449","tweet reported for inaccuarte information trumpthreatensamerica","unknown","positive"
"1450","starting to remind me of xi jinping a little there","unknown","negative"
"1451","given your historic mismanagement and incompetenceby your own reasoningwhy dont we move up‚Ä","joy","positive"
"1452","tick tock mf nobodylikestrump putinspuppet russianbounty traitortrump trumpisacompletefailure","unknown","positive"
"1453","so you are admit by the question of delaying the election that it isnt safe to vote to that i s‚Ä","unknown","negative"
"1454","this level of panic will only get worse","fear","negative"
"1455","your dishonesty and desperation are truly breathtaking in scope","unknown","negative"
"1456","lier lier","unknown","negative"
"1457","now you scared ˇòÇˇòÇˇòÇyou are like a kid","joy","neutral"
"1458","no question don we should have the mail in election then we can all vote safely just like you","joy","negative"
"1459","no please don‚Äôt delay itlet‚Äôs get it over with so those crazy democrats can shut up already","joy","negative"
"1460","yup threaten to delay the election that will get the dems fired up to open up the country shoul‚Ä","sadness","negative"
"1461","days toyour sorry ass","sadness","negative"
"1462","ˇòÇˇˇòÇˇˇòÇˇˇòÇˇ","unknown","positive"
"1463","you‚Äôve been talking to putin again ˇôÑ","unknown","positive"
"1464","bull fucking shit you corrupt criminal racist liar sociopath traitor coward murderer you do not h‚Ä","unknown","negative"
"1465","not a chance meatball","unknown","positive"
"1466","no were getting you out of office in november deal with it ahole","unknown","positive"
"1467","impeached forever","unknown","positive"
"1468","i can‚Äôt take one more day of youand that was","unknown","positive"
"1469","yeah no","unknown","positive"
"1470","you are a great embarrassment to the usa absentee voting is mailin voting amp there‚Äôs no evidence‚Ä","joy","negative"
"1471","start packing your shit","unknown","positive"
"1472","traitortrump fakepresident","unknown","positive"
"1473","gtfohi know you cant read but try it resign","unknown","neutral"
"1474","you want us to send our children to school but you want to delay the election i dont think so","unknown","neutral"
"1475","many people are saying youre a nazi","unknown","positive"
"1476","you are embarrassment enough all along for months you have been spewing misinformation about vot‚Ä","unknown","negative"
"1477","delay the election forget that can we just have the election today so that we can throw out this piece of trash already","unknown","negative"
"1478","you are absolutely not going to delay the election mister whack job trumpisajoke","unknown","negative"
"1479","please present your justifications and method for confirming those justifications","joy","positive"
"1480","your are truly insane nobodylikestrump putinspuppet liarinchief trumpisnotwell trumpvirus","unknown","neutral"
"1481","we can safely vote now we can riot and protest go to walmart and malls then we can safely go vote","unknown","negative"
"1482","dont delay the electionlet it go on as planned people dont understand you dont have to mail‚Ä","unknown","positive"
"1483","do the russians need more time to rig the election for you","unknown","negative"
"1484","meanwhile you want to send children back to school open the country back up and want people to i‚Ä","unknown","positive"
"1485","heyendorse","unknown","positive"
"1486","he probably read that in hitlers bookhow to become a dictator for dummieshow can this b‚Ä","unknown","negative"
"1487","gophypocrisyit never ends","unknown","positive"
"1488","you were told inthat russia interfered with the election you did nothing a bill for electi‚Ä","unknown","negative"
"1489","no","unknown","positive"
"1490","nostop the dictator stuff dude mailin voting is fine your fear of losing isnt a valid reas‚Ä","fear","negative"
"1491","imagine your ratings then below zero son","unknown","positive"
"1492","so you tell people to go back to work for children to do to school but you want to delay an elec‚Ä","unknown","positive"
"1493","it will only be an embarrassment if you win again resign","unknown","neutral"
"1494","you mean until you can control the outcome with your corrupted voting machines and help from russia","unknown","negative"
"1495","for a man known for fraud you‚Äôre awfully quick to make accusations without any basiseven‚Ä","fear","negative"
"1496","you shady bastard no","unknown","negative"
"1497","you‚Äôve controlled our countryyears you havefacts that support this ridiculous statement‚Ä","unknown","neutral"
"1498","i‚Äôll crawl to get to the polls to vote you out","fear","negative"
"1499","fascist","unknown","negative"
"1500","us drivers licenses are sent in the mail","unknown","positive"
"1501","youre gonna get yourself guillotined in the streets if u keep it up trump","sadness","neutral"
"1502","no biden will be elected on november","unknown","positive"
"1503","you‚Äôre losing ˇòÇ","unknown","negative"
"1504","nah we‚Äôre voting your ass out in november one way or another","unknown","negative"
"1505","we will vote november rd thru fire rain snow pandemic by mail or in person we the people will vote you out","unknown","positive"
"1506","we will never back down that wall you have built around the white house will not stop us we are‚Ä","joy","positive"
"1507","is this code for it will be a great embarrassment to you","joy","neutral"
"1508","weak and sad","joy","negative"
"1509","ha ha your gonna lose","unknown","negative"
"1510","coward","unknown","negative"
"1511","nfwread the constitutionyou have an expiration date and already stink badlytime to take out the garbage","unknown","negative"
"1512","we will vote we can do it","unknown","positive"
"1513","love u from my ‚ùÔè","joy","positive"
"1514","remove this monster now or suffer the same fate","sadness","negative"
"1515","someone is jealous obama the greatest potus ever is doing the eulogy for another great man today‚Ä","anger","positive"
"1516","fat chance fat boy","unknown","negative"
"1517","someone whos already an unindicted coconspirator has a boom boom in his diaper because he knows‚Ä","unknown","positive"
"1518","so you can vote and get the virus at the same time","sadness","negative"
"1519","oh noooooooooooo","unknown","positive"
"1520","delay helllll no you are leaving","unknown","positive"
"1521","you cannot delay the election deal with it","unknown","negative"
"1522","here we go","unknown","positive"
"1523","nope","unknown","positive"
"1524","you motherfcukeryou are not more powerful than the constitutionsuck it loser","unknown","neutral"
"1525","person ˇë ˇë ˇì ˇì","unknown","positive"
"1526","his ship is sinking and hes doing everything he can to delay the inevitable","unknown","negative"
"1527","showing your whole ass like this is a bit indecent","joy","neutral"
"1528","no because this like everything else out of your mouth is a lie absentee voting is mail in voti‚Ä","joy","negative"
"1529","absofuckinglutely not","unknown","positive"
"1530","you can go straight to hellyou and your cronies are getting voted out in novemberand the mi‚Ä","unknown","positive"
"1531","this is authoritarian behavior there is no hard evidence of mailin voting being fraudulent exce‚Ä","unknown","negative"
"1532","ÊÄÇÂúÖ","unknown","positive"
"1533","get fucked","sadness","negative"
"1534","this piece of shtthispieceofsht","unknown","positive"
"1535","you‚Äôre a great embarrassment to the usa i couldn‚Äôt be more embarrassed","joy","neutral"
"1536","we see right through you man youre a fear monger of the highest proportions","fear","negative"
"1537","do you ever realize how dumb and insecure you are or do you just shrug throw a ham sandwich in y‚Ä","unknown","negative"
"1538","delay dudemost american patriots want the election tomorrow before you kill off all americans","unknown","negative"
"1539","fascist","unknown","negative"
"1540","they are the same thing nimrod","unknown","positive"
"1541","this makes no sense if mail in absentee voting is not a risk how can universal mail in be any di‚Ä","unknown","negative"
"1542","dont worry youre already an embarrassment","joy","negative"
"1543","amazing this tweet comes minutes after the job report comes out let‚Äôs not let another controversi‚Ä","surprise","neutral"
"1544","we have figured out how to go food shopping safely so we can figure out how to do this equally essential task","unknown","neutral"
"1545","ÂÖÈÊûËˇÔúÂùÂùÂö†ÊÔúÂàÂàÁà‰","unknown","positive"
"1546","how low are you going to let this mentally ill lunatic take our co‚Ä","sadness","negative"
"1547","just stop this bullshit youre trying to cheat again because you know youre losing the civil wa‚Ä","unknown","negative"
"1548","lol the leftist are losing their shit maga lawandorder nocommunism nosocialism backtheblueobamagate","unknown","negative"
"1549","this is calleda coup detat","unknown","negative"
"1550","hell no","unknown","negative"
"1551","ˇ or until the vaccine is ready and you start your snake oil roadshow","unknown","positive"
"1552","you might want to resign in order to avoid your embarrassment from losing","unknown","negative"
"1553","vote by mail and absentee voting is the same thing you idiot and no we are not delaying the election","unknown","negative"
"1554","but schoo nvm","unknown","positive"
"1555","expedite your defeat is what we need right now","unknown","negative"
"1556","you said that the novemberelection was fraudulent and you were right now we vote to get put‚Ä","sadness","negative"
"1557","worst dumbest most corrupt most disloyal potus in the history of the uniontraitortrump","unknown","negative"
"1558","no delayyou dont have the authority to change the datethe biggest embarassment to the usa is you","unknown","positive"
"1559","not the most fraudulent election you achieved that inand the midterms","unknown","negative"
"1560","you vote by mail so your vote is also questionable smh that you dont want ppl to do the same","unknown","neutral"
"1561","you live in a bubble of stupid absentee voting has always been mailin voting its how you alway‚Ä","joy","negative"
"1562","fuck no dictatordonnie donthecon dotarddonald","unknown","positive"
"1563","thousands of americans are dead all you can do is whine and complainask putin to give your balls‚Ä","unknown","negative"
"1564","i‚Äôd love to wake up just once and not read another lie from mr incompetent","joy","negative"
"1565","why because you suspect on the basis of mounting evidence that you‚Äôre sure to lose","unknown","negative"
"1566","i support the decision of president trumpthose who complained should try to seek ccp to settle the bill","unknown","neutral"
"1567","no","unknown","positive"
"1568","in your fever fantasy fat boy","unknown","negative"
"1569","well drag your perp a out of there","surprise","positive"
"1570","you do realize delaying the election means nancy pelosi becomes acting president right","unknown","negative"
"1571","it was only a matter of time before you brought this up weve been expecting it actually for th‚Ä","unknown","positive"
"1572","mask up at the polls or delay the election ˇëöˇè we have to mask up to go everywhere elseno mai‚Ä","unknown","negative"
"1573","donnie your desperation is showing delay the election mail in voting is the same as absentee vot‚Ä","unknown","negative"
"1574","was absentee a problem in","unknown","negative"
"1575","wait are you showing concern for the people you swore to protect what you are saying is that it‚Ä","joy","negative"
"1576","donald j stalin","unknown","positive"
"1577","don‚Äôt you wish you orange hucksternot one extra day for you to peddle your snake oil lies your‚Ä","unknown","neutral"
"1578","oh hell noi die in the voting booth to assure your ass is gone","unknown","negative"
"1579","lets vote nowso that we can be respected again so kids can go to school so americans dont h‚Ä","unknown","positive"
"1580","fine if your entire administration resigns first","unknown","positive"
"1581","no no no no no no no no no no no no no no no no no no no no no no no no no‚Ä","unknown","positive"
"1582","hell no","unknown","negative"
"1583","the constitution is pretty solid on the fact that you cant do that and come the end of your term youre out","unknown","positive"
"1584","clown trump are you afraid of losing the election are you wining again you will lose and in jan‚Ä","fear","negative"
"1585","make an executive order for all states to have early voting to lessen the crowds at the polls","unknown","neutral"
"1586","you keep saying that mailin voting is inaccurate and liable to fraud but if you have the best an‚Ä","unknown","negative"
"1587","you guys support tearing up the constitution","unknown","positive"
"1588","how about we move it up sooner","joy","positive"
"1589","delay time until you are out of here yell no would like that to be as soon as possible please and thank you","joy","positive"
"1590","this is your future","unknown","positive"
"1591","dictators delay elections this is not an option is the usa","unknown","positive"
"1592","send kids to school adults to work but voting way to dangerousoh and mailin is exactly the‚Ä","unknown","neutral"
"1593","of course that‚Äôs what you want to stay in office a little longer","unknown","neutral"
"1594","absentee voting and mailin voting use the sameand are both on paper amp both processed the s‚Ä","unknown","negative"
"1595","nopemail in voting is completely secure and folks have been doing it foreveryou deployed mi‚Ä","unknown","positive"
"1596","hell no no delay you as president demand the polls open and we the people will go vote it‚Äôs damn‚Ä","unknown","neutral"
"1597","i seem to remember republicans being appalled by just such a proposal several months ago in a certain state","unknown","neutral"
"1598","lets not make this ugly","fear","negative"
"1599","you would like that wouldn‚Äôt you pinocchiono chance in hell of a delaystart planning your exit interview","joy","neutral"
"1600","i want you to spell out in detail the practical difference between mailin voting and absent‚Ä","unknown","positive"
"1601","go for it fuck stick","unknown","negative"
"1602","trumps constant proclamation of ‚Äúfake news‚Äù is his way of trying to undermine and even destroy th‚Ä","unknown","negative"
"1603","what makes the american constitution great is you have no power to cancel the election only losers‚Ä","joy","neutral"
"1604","no the us is not a rdworld country do not delay the electionwe are a nation of a constituti‚Ä","unknown","negative"
"1605","absolutely not","unknown","positive"
"1606","claiming your defense already huh","unknown","positive"
"1607","this isn‚Äôt guatemala in the s stop it","unknown","positive"
"1608","everyonereport this tweet for misinformation","unknown","positive"
"1609","yes demorats have already shown they will do anything to cheat so no election until the pandemic over","unknown","negative"
"1610","gop there is stil time to rid our country of this virus know as donald trump you can‚Äôt sit on the‚Ä","unknown","negative"
"1611","resign now","unknown","positive"
"1612","butschools can open","unknown","positive"
"1613","dictator power grab most corrupt politician ever if we can mail in our taxes we can mail in ou‚Ä","unknown","negative"
"1614","fdt it‚Äôs time for you to go‚úúˇè","unknown","positive"
"1615","i‚Äôm willing to don a mask and vote in person i refuse to mail in my vote i want it to be counted‚Ä","unknown","neutral"
"1616","yet you said it was a hoax you saidto zero you said open up america you said children need‚Ä","unknown","negative"
"1617","did you come up with this idea all by yourself or did vlad tell you to do this in your call","unknown","negative"
"1618","bad polls eh","sadness","negative"
"1619","kids can go to school yet we can‚Äôt vote yeahhhsomething is fishy right here","unknown","positive"
"1620","go fuck yeself","unknown","positive"
"1621","trump really","unknown","positive"
"1622","shut up","unknown","positive"
"1623","ˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇ you voted by mail","unknown","positive"
"1624","absolutely not","unknown","positive"
"1625","this is complete fucking shit someone is just trying to hold his seat longer ˇ someone get him o‚Ä","sadness","negative"
"1626","spoken like a true dictator","joy","neutral"
"1627","trump the great embarrassment to the usa","joy","positive"
"1628","we need to impeach lunatic","unknown","negative"
"1629","mailin voting is not something new it is his scare tactic to make you think it is fraudulent it‚Ä","fear","negative"
"1630","wtf no","unknown","positive"
"1631","you would probably see the quickest covid recovery in history if that happened","unknown","positive"
"1632","whyhow do you plan to cheat this time","unknown","negative"
"1633","youre the embarrassment to the us","unknown","negative"
"1634","embarrassment happen in","unknown","negative"
"1635","what a bunch of nonsense you are trying to buy yourself time because you are looking so bad right‚Ä","sadness","negative"
"1636","reported your tweet donnie you will not delay the election","unknown","neutral"
"1637","it was a good run with democracy america","joy","positive"
"1638","did you see the gdp report im guessing you did","unknown","positive"
"1639","nope start packing fat head times almost upˇîˇñïˇè","unknown","negative"
"1640","ˇòÜˇòÜ you really think we can‚Äôt see right through this you are prepping for your loss and planning t‚Ä","unknown","neutral"
"1641","no freaking way why don‚Äôt you impose that ballads need to be handed and checked and properly veri‚Ä","unknown","negative"
"1642","cry babyget realmail in voting can be managed just like absentee votingyour trying to eli‚Ä","joy","negative"
"1643","no it won‚Äôt a overwhelming majority of americans hate you","anger","negative"
"1644","how is this not enough for republicans to immediately call for his resignation","unknown","negative"
"1645","stfu loser fraud cheater russia stormydaniels fakepresident yourwallfelldown‚Ä","unknown","negative"
"1646","trying to distract from the news worst economy in the history of our country brought to you by d‚Ä","unknown","negative"
"1647","man up and realise you are a loser","unknown","negative"
"1648","fuck you","unknown","positive"
"1649","don‚Äòt even try ityou wack job","unknown","negative"
"1650","you are the most inaccurate and fraudulent president in historyyou know you can‚Äôt handle this‚Ä","unknown","negative"
"1651","not gonna happen dude we are getting you out as soon as humanly possible absentee voting seems f‚Ä","unknown","negative"
"1652","quit snorting adderall and watching fox news and act like a fucking president for a bit so we can‚Ä","joy","neutral"
"1653","delay the election lol more like i dont wanna be kicked out yet","joy","neutral"
"1654","delaying an election should not even be a thought","unknown","negative"
"1655","you are a threat to this country","unknown","negative"
"1656","works fine in co utahhawaiioregon and washingtonso you are wrong again","unknown","neutral"
"1657","nonononononononononononononononononononononononononononononononononononononononononononononononono‚Ä","unknown","positive"
"1658","ihr in den usa solltet euch mal ein anderes wahlsystem zulegen ˇëÄˇˇè‚Äç‚ôÄÔè","unknown","positive"
"1659","ohhh here we go ˇôÑ","unknown","positive"
"1660","please ask the wisconsin supreme court about this","joy","positive"
"1661","holy shit","unknown","positive"
"1662","lining up the excuses eh","unknown","negative"
"1663","you‚Äôre getting dumber each day trumpisalaughingstock","unknown","positive"
"1664","you cant do this read your tweet from yesterday mr law and order guy we know youre scared","fear","neutral"
"1665","trumps first step at trying to become an american dictator this corrupt criminal wants to delay‚Ä","unknown","negative"
"1666","i see what youre doin","unknown","positive"
"1667","someoneisscared","unknown","positive"
