"","text","emotion","polarity"
"477","yes thats all true but what we desperately need and want is for you to be our president","unknown","neutral"
"478","we have a president that is doing his job we have plenty of testing and plenty of ppe you on the otherâ€","unknown","neutral"
"479","mr future president please do not call trumppresident hes not hes only a leader of a bunch of ignorant and racist people","joy","negative"
"480","dempartyofslavery dempartyoftheconfederacy dempartyofthekkk dempartyofjimcrow dempartyofthenooseâ€","unknown","positive"
"481","we need you to be leading a private industry national response to this nightmare the businesses that recâ€","unknown","negative"
"482","yeah well good luck with that","joy","positive"
"483","if biden gets becomes potus the far left will have him out of office for mental incompetenceand then hiâ€","unknown","neutral"
"484","we need you","unknown","negative"
"485","you would absolutely do a better job than trump on this and every other issue","unknown","positive"
"486","we need joebidenlandslide","unknown","negative"
"487","we need you to go away","unknown","negative"
"488","so mr biden you are out in public campaigning without any personal protection or regards for all those aâ€","unknown","positive"
"489","heâ€™s doing the job putin put him in office for","unknown","negative"
"490","the democrats comprehensive plan to control covid involves murdering the elderly by forcing people with aâ€","unknown","positive"
"491","he will never be presidential he will never do his job bidenlandslide","unknown","neutral"
"492","we need you","unknown","negative"
"493","most of us donâ€™t trust you enough to trace us not going to happen","unknown","positive"
"494","he is doing his job creepy pedo joewhy afterdecades in office u finally wanting to do somethingğÿ”ğÿ”ğÿ”ğÿ”","unknown","negative"
"495","trace thisasswipe","unknown","positive"
"496","we need you to stop inappropriately touching women and childrenyears in govt and youre finally goiâ€","unknown","negative"
"497","who is writing yr tweets it clearly isnt you","unknown","positive"
"498","he is and will formore years","unknown","positive"
"499","iâ€™m voting for joe we need you sir desperately","unknown","negative"
"500","come out from the basement sleepy joe and open your eyesalready going that while youre stiâ€","unknown","positive"
"501","ppe is contaminated useless sht fauci the fraud ran exactly the same lie in the s with hiv until priâ€","unknown","negative"
"502","i am an average working man who pays attention and i am worried for myyr old daughters futâ€","unknown","negative"
"503","no joe biden","unknown","positive"
"504","youre going to waste more money and time this year if you doubt me because its not your destiny to be a president godcomment","unknown","negative"
"505","absolutely ğÿ‘ and do ones oath for â€œall of the peopleâ€","unknown","positive"
"506","hiden biden","unknown","positive"
"507","you need coordinated and effective mental health treatmentget some help joey","unknown","neutral"
"508","tracingno thank youmaybe put a trace on your son first","unknown","positive"
"509","we need candidates that are cognitive to rerun joe for your own benefit drop out now","unknown","neutral"
"510","this president has done his job the last president depleted our resources during the hn pandemic andâ€","unknown","negative"
"511","retire","unknown","negative"
"512","we need medicare for all","unknown","negative"
"513","we need to toss the gop into dustbin of history with the confederates and nazis votebluetoendthisnightmare","unknown","negative"
"514","we also need to infuse massive funding to strengthen americas public health systemits been starved fâ€","unknown","negative"
"515","morning mr joei must disagree on one point the fool in the wh has never done his job we dont expeâ€","unknown","negative"
"516","we have national testing every order our hospital has made for ppe has been filled get out the basement joe","sadness","negative"
"517","what we need is a coherent foreign policytrump is pulling us out of nato at the behest of putinpleâ€","unknown","neutral"
"518","dementiadoesnt even know where he is half the time bluemaga is hilariousâ€","unknown","positive"
"519","trump will continue to do his job for the nextyears i canâ€™t wait trumplandslidevictory trump","unknown","positive"
"520","whatâ€™s your plan","unknown","positive"
"521","like the hn pandemic plan","joy","positive"
"522","waitare you still on thisour testing is fineim out in the boonies and have been tested twiceâ€","unknown","positive"
"523","apparently trump is too busy discussing nuclear proliferation with putin and doesnt have time for the coâ€","unknown","neutral"
"524","obviously","unknown","negative"
"525","ok whats your plan then","unknown","positive"
"526","we need someone who knows where they are when they get up to speak","sadness","negative"
"527","write your own testing must be done to everyone at the same time in order to get this under controlcommon sense","sadness","neutral"
"528","shots fired","unknown","positive"
"529","we need medicare for all","unknown","negative"
"530","wah wah wah heâ€™s doing his job and your daily dribble stating otherwise is just childish youâ€™re feeblâ€","unknown","negative"
"531","we need our legislature to do its job because clearly the president wont do his","unknown","negative"
"532","defit trumpvirus","unknown","positive"
"533","eat it stop using fear to try and get elected you feckless old man","fear","negative"
"534","joe stop being the mouth piece of the leftist socialist reform i know deep down you donâ€™t truly belieâ€","unknown","positive"
"535","he has never done a day of honest work in his life not gonna start now","unknown","positive"
"536","our testing program is pretty decent tho","unknown","positive"
"537","and lastly we need you back in the basement","unknown","neutral"
"538","we deserve to know which government officials and members of the media that have taken hydroxychloroquine makehcqotc","unknown","positive"
"539","ridin with biden you tell em joe","unknown","positive"
"540","what you really mentwe need an effective coordinated nationwide population tracing program we need aâ€","unknown","neutral"
"541","just say he canâ€™t do it but you could and will","unknown","positive"
"542","blah blah blah you send this same tweet once a week your caregiversneed totake your phone away","unknown","negative"
"543","medicare for all we need to get rid of the dnc","sadness","negative"
"544","we need you to shut your mouth","unknown","negative"
"545","trump","unknown","positive"
"546","yeah good luck with that","joy","positive"
"547","i fuckin hate joe bidennevertrump","anger","negative"
"548","which he is doingwhile democrats align with anarchistthis new radical progressive left socialist parâ€","unknown","negative"
"549","not going to happen we need you joe","unknown","negative"
"550","pleasecanâ€™t we start a shadow government january is such a long time away","fear","negative"
"551","the liberal left is all about control they want a big nanny state government because they have to contrâ€","unknown","positive"
"552","i am scared to death if you get elected whoâ€™s going to protect me and my grandchildren and my children doâ€","fear","negative"
"553","how about a debate","unknown","negative"
"554","we need joe biden to put his binky back in his mouth","unknown","neutral"
"555","hang on a minute isnt the country that takes on the mantle of the leader of the free world logically bâ€","fear","positive"
"556","election campaigns begin with criticizing the opponent and the status quoit seems to me that you needâ€","unknown","negative"
"557","we need a mandatory nationwide shelterinplace forweeks then we can all get back to school work anâ€","sadness","negative"
"558","neither presidential candidate is capable of doing this job letâ€™s reject this insane choice provided byâ€","unknown","negative"
"559","underinept leadership americans are not unable to travel to canada mexico europe and many other places","unknown","negative"
"560","we needed this months ago when can you start","unknown","positive"
"561","this president hasnt done his job inyears we need a president who will gojoe","unknown","negative"
"562","the president is doing his job and heâ€™s not even getting paid to do it","unknown","neutral"
"563","but sadly we all know he wont","sadness","neutral"
"564","oops","unknown","positive"
"565","get off the twitterand try to campaignfor someone else","sadness","negative"
"566","we need to know what your fascination is with young females and your need to molest them in publicimâ€","joy","neutral"
"567","we need you to stay in your basement aand let a real president do is job donald trump is awesome","unknown","neutral"
"568","sick of the lot of them","disgust","negative"
"569","mr biden if you want to win this election please dont choose kamala harris as your running mate whoeâ€","joy","neutral"
"570","heres your comprehensive planmedicareforall","unknown","negative"
"571","we also need citizens who are going to cooperate with science and guidelinesthereâ€™s no way we will getâ€","unknown","negative"
"572","you are the man who understands science and not spreading propaganda unlike traitortrump we need youâ€","unknown","negative"
"573","we need all those things but most of all we need him gone","unknown","negative"
"574","robb all of u","unknown","positive"
"575","you gutted the system siryou you were in charge of the hn response and you left the system emptyâ€","joy","negative"
"576","if youre saying that what youre really saying is fauci the cdc and fda are not doing their job ğÿ”","unknown","negative"
"577","its called herd immunitytesting is a waste of time and resources and overwhelms healthcare workersâ€","unknown","negative"
"578","common sense to mostthank you joe unfortunately the gop has a real lack of common sense which is whâ€","unknown","negative"
"579","we need protestors to stop spreading spreading the virus and rioting","unknown","negative"
"580","trump","unknown","positive"
"581","ccp also took this opportunity to expand their rights and prestige in the worldthe world must destroyâ€","unknown","positive"
"582","hes robb the american people for years","unknown","negative"
"583","also thanks to trump us leads world in testing numbersno thx to empty pantry and supplies left by obamabiden admin","unknown","neutral"
"584","we need an other president to do his job","unknown","negative"
"585","what president","unknown","positive"
"586","hey joe can you come up with something better than build back better it doesnt sound very inspiring","unknown","positive"
"587","ok letâ€™s just calm down first of all who wrote this tweet","unknown","positive"
"588","a text said trump is raised a billion dollars with all the millions heâ€™s giving these corporations hasâ€","unknown","positive"
"589","we need the democrats to quit bitching and go to work helping instead of hindering","unknown","negative"
"590","go back to the basement joe","unknown","positive"
"591","the p virus manufacturing research institute of ccp will produce more viruses as biological and chemicalâ€","unknown","neutral"
"592","why the democrats really hate trump","anger","neutral"
"593","defendthepolice","unknown","positive"
"594","i guess we only need to get anothermillion or so cases to reach yours and obamaâ€™s all time record","sadness","negative"
"595","a tracing program like the nazis had with the ss no thanks the virus is under control we dont need that nazi stuff","joy","negative"
"596","sounds like a joebidenjobdonthecon and his clan of covidiots are criminally incompetent in safeguarâ€","joy","neutral"
"597","its all good say bye bye to big pharmakodak is coming","joy","positive"
"598","why are you afraid to take questions from the press itâ€™s a simple question","fear","negative"
"599","mall medical professionals have a good amount of ppe fact and no one in the world is doing more testing than the us trump","joy","positive"
"600","tracing programwell since you are into the govt spying on its citizens of course youâ€™re for tracing their whereabouts","unknown","positive"
"601","saa as fee reopening ppl need to agree to follow public health orders protect the american people publichealth","joy","neutral"
"602","trash","unknown","positive"
"603","or let him golf while you do his jobthis is crazy","unknown","negative"
"604","he tweeted while eating soft serve in a black suv","unknown","negative"
"605","he never had any plans to do that","unknown","positive"
"606","i donâ€™t need tested and i sure as hell donâ€™t need to be traced","unknown","negative"
"607","we already have that i heard you will change nafta on your st day in officelol sit down joe you need medication","unknown","neutral"
"608","creepy joe youve been in the government foryears and have accomplished very little other than gettinâ€","unknown","negative"
"609","tell us the plan so it can be implementeddonâ€™t forget you promised a cure for cancer too","unknown","negative"
"610","sir weâ€™re waiting on you and kamalağÿ˜‰","unknown","positive"
"611","heâ€™s up to the task he discovered the curehcq and zinc soon people will have the cure despite efforts against itğÿ","anger","neutral"
"612","i agree joe we need all of this we also need theunemployment protections keeping millions of ameâ€","unknown","neutral"
"613","nothing you have proposed has not already been implemented by trump stop plagiarizing his policy and coâ€","unknown","positive"
"614","any specifics on how you would do it it may help him","unknown","positive"
"615","why donâ€™t you do the same for the annual flu","joy","positive"
"616","bidementia awareness day","unknown","positive"
"617","we need to allow real doctors on the frontline to be able to do their jobs iâ€™m sitting here right now wâ€","unknown","positive"
"618","do you have a comprehensive plan todayif you do you have an obligation to reveal it to america nowlives are at stake","unknown","neutral"
"619","on dayone of your presidency can you please have this monstrosity of a fence removed and return the wh tâ€","joy","neutral"
"620","hydroxycholoroquine","unknown","positive"
"621","joe we need you to do the job counting the days","unknown","negative"
"622","no we need presidentbiden","unknown","negative"
"623","we need this candidate to stop undermining the presidentthanks","unknown","negative"
"624","we need medicare for all joe","unknown","negative"
"625","we need medicareall we need to legalize cannabis we need you to be able to read a râ€","unknown","neutral"
"626","if its coordinated nationwide like the riots occupied ying the cities thats effective you should acknowledge you did that","joy","positive"
"627","wake up sleepy joe donald j trump already solved all of our problems the virus is under control trump backtheblue","unknown","negative"
"628","we need unemployment extended a little longer and the rich get richer","sadness","negative"
"629","shut up pls weak ass old man","joy","negative"
"630","love you joeistandwithjoebiden","joy","positive"
"631","why werenâ€™t you telling bill deblazio this when he wouldnâ€™t allow contact tracers to ask people if theyâ€™d been to protests","unknown","negative"
"632","our president has been doing all that and much more thank god heâ€™s president and not you or crooked hillary","sadness","neutral"
"633","please do not debate trump unless he releases his taxes no taxes no debate joebidenjobâ€","joy","neutral"
"634","incapable of doing so when you and obama left","unknown","negative"
"635","is very busy wishing covid away","unknown","neutral"
"636","we need free masks for everyone notbucks forat walmart they are ripping us off just some old guy from michigan","unknown","neutral"
"637","so far every suggestion youve made toward how youd handle the virus and testing the trump administratâ€","unknown","neutral"
"638","we need a president badly you cant sit down fast enough ready novwell make exception this time","unknown","negative"
"639","that is the job of the governors but you dont know this inyears of public service you still havent figured it out","unknown","neutral"
"640","well im going to vote trump because im sure he has a comprehensive to get covid under control unfortunâ€","sadness","positive"
"641","we need the numb nutz president to keep losing his mind and talking crazy its working in the democraticâ€","unknown","negative"
"642","the country has plenty of ppe being made and you are a liar","unknown","neutral"
"643","we need someone who has his own thoughts not someone reading and sending someone elses tweets","unknown","negative"
"644","go back to the basement joe no one wants you tracing them","unknown","positive"
"645","i sent a few more dollars to biden campaign you cheapos out there step up lol","unknown","positive"
"646","we need a new president","unknown","negative"
"647","ğÿ‡ğÿ‡âœšğÿ˜ go joe biden","unknown","positive"
"648","thank you joe agreeditâ€™s beenyears and we know thinskintrump wonâ€™t do his job so a new presidentâ€","unknown","positive"
"649","democrats need to restore protections to the citizens in the cities they rundemocratic run cities needâ€","unknown","neutral"
"650","we need medicareforall","unknown","negative"
"651","we know how the democrats are trump","unknown","positive"
"652","we needto speak for himself i watched in disgust as he was literally hand held going to his car","disgust","negative"
"653","active ğÿğÿğÿ","unknown","positive"
"654","so hold on folks lets hear him out whats your plan","unknown","positive"
"655","we need this president and we use that term very very loosely to disappear as quickly as possibleyouâ€","unknown","negative"
"656","sweet jesus joe where have you been oh yeahyour basement we already have a great president doing all of this trump","joy","positive"
"657","ğÿğÿğÿ˜ğÿ˜ğÿ˜ğÿğÿğÿ","unknown","positive"
"658","basement boy","unknown","negative"
"659","dementia joe do you remember holding a rally in kansas city on marchdo you remember opposing the chiâ€","unknown","positive"
"660","he wonâ€™t so weâ€™re counting on you joe it is shameful thousands more will die before the election","unknown","negative"
"661","so throwing money at it isnâ€™t working whatttt","unknown","positive"
"662","you scared to debate trump you are afraid to show what little you have to offer america and trump will sâ€","fear","negative"
"663","hes never had a real job soooo","unknown","negative"
"664","no joewe need him out so you can go in amp do yours","unknown","negative"
"665","mr biden the whole world knew that trump miserably failed to handle this pandemicthe deaths of more thanâ€","sadness","neutral"
"666","comprehensive is libtard for ğÿ‚ğÿ’","unknown","positive"
"667","where was joe when obuma ceased testing for hn during the outbreak inweak pathetic losertrump ğÿ–’","sadness","negative"
"668","get out of your basement everything you mention is being done or in place","sadness","negative"
"669","vp choice st priority needs to be about winning then its about governingplease dont make the mistaâ€","unknown","positive"
"670","of course we need all of them and trump will do his job","unknown","neutral"
"671","president trump is doing a very good job he doesnt hide in a basement somewhere thats why he will be reelected","disgust","positive"
"672","relax the president is on this heâ€™s got hydroxychloroquine alien dna amp demon sperm right q people btwâ€","unknown","neutral"
"673","trump failed to confront corona","unknown","neutral"
"674","joe we need you to do his job","unknown","negative"
"675","we need for him to go and for you to take overhe doesnâ€™t care about getting it under control","joy","neutral"
"676","because youâ€™ve done such a great job in the past ğÿ˜‚ğÿ˜‚ğÿ˜‚","joy","neutral"
"677","guess you didnâ€™t turn into his presser yesterday","disgust","positive"
"678","we need a president not a self indulged toddler","unknown","negative"
"679","he provided ppe ventilators mobile hospitals created a fast paced vaccination program guidelines andâ€","unknown","positive"
"680","joe cant stand up to answer questions from the press but the dnc wants me to believe he can stand up toâ€","unknown","positive"
"681","you are months behindjust stop","unknown","positive"
"682","we need single payer healthcare","unknown","negative"
"683","we need a president that will do their job donald trump clearly has no interest in doing his job that is why i will voteforjoe","joy","neutral"
"684","we need to start planning our vaccine distribution process so it doesnâ€™t become the shit show testing is","unknown","negative"
"685","so now you want to trace women in addition to feeling them up eh joemaga","unknown","positive"
"686","weekend at bidens ğÿğÿğÿ","unknown","positive"
"687","we need the national production act to increase production on the machines that give results same day or we cant open schools","unknown","negative"
"688","thats what hes doing despite your administration leaving us with nothing","anger","negative"
"689","trump does more inhour then you do in a week","unknown","positive"
"690","and we need one more thing get rid ofnow","sadness","negative"
"691","nobody believes demo political bs concerning covidanymore we now know you let americans die by keepiâ€","unknown","positive"
"692","if you would crawl out of your bubble you would see that the entire country is testingthe back log isâ€","fear","positive"
"693","he doesnâ€™t know howhe only plays one on tvpersonwomanmancameratv","unknown","positive"
"694","vp bidenwhat did you do for ovahyears","unknown","positive"
"695","we also needed the n masks your boss depleted","unknown","positive"
"696","has done all that try to keep up","unknown","negative"
"697","no we donâ€™t need our freedoms taken awaythis is nothing more than fear mongering at its best the numberâ€","fear","negative"
"698","joe or whoever is tweeting for you we are past that point we simply need a vaccine turd","unknown","negative"
"699","we need another one to be potus fast","unknown","negative"
"700","hi mr vice presidentyou are our hope for america please be careful trump has goons all overmay gâ€","joy","positive"
"701","we need you to do his job for him","unknown","negative"
"702","what have you been doing for the lastyears you are going to lose the election joe hate to break iâ€","anger","negative"
"703","we need you","unknown","negative"
"704","joe if trump is such a horrible president why are all of your ideas for covid amp the riots exactly whatâ€","fear","neutral"
"705","my family is excited for your presidency joe we know things wonâ€™t happen over night but we at least knâ€","unknown","positive"
"706","as a teacher who is expected to return to school in a few weeks i would like some ppe too please andâ€","joy","positive"
"707","is an epic failure at this pandemic and every other issue","unknown","neutral"
"708","thanks for the mess you and obama left behind joe","unknown","negative"
"709","you need to head back to the basementğÿ‘","unknown","neutral"
"710","citizentrackingmain objective of all of this by dems amp chinese","unknown","positive"
"711","this will not be possible","unknown","positive"
"712","obamagate spyingbiden","unknown","positive"
"713","respectfully sir we need you to do his job","unknown","negative"
"714","susanricevp","unknown","positive"
"715","we need medicare for all","unknown","negative"
"716","we need money mister biden","unknown","negative"
"717","true joe but you and the democratsneed also to stepup big time your only argument to winelections cannot be just this","unknown","neutral"
"718","lets get some facts that youre youre not going to go give overamericans are tested a day thâ€","sadness","negative"
"719","heâ€™s doing a great job also your cognitive impairment is obvious","joy","negative"
"720","since we got the vans going around picking protesters off the streetswhy dont we go pick up the craziâ€","joy","negative"
"721","what we really need is one less president that supports crackpots","unknown","negative"
"722","you have already proven your approach with obama was to stop testing","unknown","positive"
"723","i just saw that everything you say we need is already being done strange do you pay attention to what is actually happening","unknown","negative"
"724","for mental issues like dementia joe what a wonderful idea you first","joy","positive"
"725","we need him to resigndead and countingstill no national plan for dealing with this virus","unknown","negative"
"726","he is doing his job the problem is his job has never been to govern the us but to take over it he wantâ€","unknown","negative"
"727","we dont need this president to do his jobwe need a president to do this jobvotebidentosaveamerica","unknown","negative"
"728","the joementum is coming to a screeching halt","unknown","positive"
"729","our tracing program has been able to trace joe down to his basement hiding from public opinion","unknown","negative"
"730","strange things are going on in new zealand","unknown","negative"
"731","we need a democrat candidate for president with all his mental faculties in tact","unknown","neutral"
"732","we need you to be able to answer a question coherently","unknown","negative"
"733","ha ha ha ha ha ha good one joe except this so called president doesnâ€™t know what a job is to him itâ€™sâ€","joy","neutral"
"734","agreed but iq canâ€™t do it he canâ€™t even follow the script to seem like he cares off in air force oneâ€","joy","neutral"
"735","perhaps there also have another most important thing is to immediately close the biological weapons laborâ€","joy","neutral"
"736","fu","unknown","positive"
"737","you didnâ€™t write this","unknown","positive"
"738","he is doing his job you would have us all bunker down kill our economy so you and the other dems have mâ€","unknown","negative"
"739","who writes this for you","unknown","positive"
"740","you really dont have even a cousin of clue","unknown","positive"
"741","trump has doomed us by not doing that in feb","unknown","positive"
"742","was with you right til the last sentence we need him to resign â€œhis jobâ€ as he understands it is weakenâ€","unknown","negative"
"743","if you would get your head out of your ass you would know this has already started","sadness","neutral"
"744","thats not going to happen we need you to tell us what you will do on dayhint putin charge of the response","joy","neutral"
"745","yet biden has to put tell the truth on his own  card come on anybody who votes for this guy doesnâ€","unknown","positive"
"746","the virus will never be under control just like the common cold is never under control stop the nonsenseâ€","joy","neutral"
"747","let me help you translate that joewe need big govt in your livesknocking on your doorand stanâ€","unknown","neutral"
"748","whos writing these tweets for sleepywe know its not him","unknown","positive"
"749","itâ€™s going to be up to you as president please do not disappoint","joy","neutral"
"750","joebiden","unknown","positive"
"751","we need you to kindly step aside and realize that politics and running this country should be left to a yâ€","joy","negative"
"752","hcq works","unknown","positive"
"753","miss me with that tracing bs try respecting americans privacy","unknown","negative"
"754","whatever we need you will not be capable to providewhatever it isyoure too incompetentand always have been","unknown","neutral"
"755","haha still pumping the ppe fraud hysterical are we shirt ventilators too you dementia clown","fear","negative"
"756","you literally just yesterday julystood at a press conference and said i have not been testedâ€","unknown","positive"
"757","wait wait now heâ€™s blind too ğÿ","unknown","negative"
"758","yeah why dont you hop in line first your a bigger clown then trump and thats hard to beatâ€","unknown","neutral"
"759","you mean like this nugget during his st yearsyracuse biden was accused of plagiarizâ€","joy","neutral"
"760","and the world needs a rico case against the trump family","unknown","positive"
"761","you are right joewe need national testing for dementia","unknown","negative"
"762","joe you sound like a broken record for heavens sake sake the present administration is doing all it canâ€","joy","positive"
"763","we know what we needhow would you accomplish it","unknown","positive"
"764","president trump is doing his job hcq works they are just demonizing it because he supported it he hasâ€","unknown","positive"
"765","we need a president who can write his own tweets","unknown","negative"
"766","what we need joe is for you your party and the media to quit lying to and allowing people to die becausâ€","unknown","negative"
"767","you need some covid","unknown","negative"
"768","please do not name susannrice as vp choice she is too close to hilary clinton","joy","neutral"
"769","we need you to be president already biden","unknown","negative"
"770","isnt it nap time joe","unknown","positive"
"771","i wish when you left office that we had the ppe in place and ready to go sadly we didnt","sadness","negative"
"772","he is doing his jobğÿœï","unknown","positive"
"773","um no we dont liar","unknown","negative"
"774","our hospital emergency rooms continue to be completely full of all ages testing positive forâ€","unknown","positive"
"775","we need youto take the reigns of this trump carnage caravan out of the ditch heâ€™s squarely plaâ€","unknown","neutral"
"776","and we need your handlers to keep up with your meds better","unknown","neutral"
"777","we need you to do this presidents job","unknown","negative"
"778","dont fall down joe socialists are depending on you","unknown","negative"
"779","yeah no way you tweeted this ğÿ˜‚","unknown","negative"
"780","you and your handlers are so wildly out of touch with the american peoplethank god you have zero chancâ€","sadness","negative"
"781","ask joe why he amp democrats donâ€™t want hydroxy info getting out because it worksask yourself why the lâ€","unknown","neutral"
"782","we need you to stop touching lil kids too joe","unknown","negative"
"783","you need to oust that idiot running your countryğÿ‘","unknown","negative"
"784","at leasttook care of this already go back to sleep joey","joy","positive"
"785","you know he is not going to do his job hes too busy collecting tax payers money so he can flee to russâ€","unknown","negative"
"786","we dont have a real presidentwe have an atm in the oval that dispenses shit while fleecing the country","unknown","positive"
"787","we already have that his name is donald trump and he is doing a great job we dont need any pedos or prâ€","joy","neutral"
"788","whatâ€™s your foreign policy especially to china","unknown","positive"
"789","looks like you need a health check","joy","neutral"
"790","i am canadian please become presidentout of all the presidents i observed throughout the yearseverâ€","joy","positive"
"791","imagine ifhad to do what agbarr did yesterdayif joe had to actually answer questions whichâ€","unknown","positive"
"792","please dont pick harris we would like to vote for you","joy","neutral"
"793","we need you to be extradited to ukraine so you can defend your honor and embezzlement scheme","unknown","negative"
"794","joe youaintblack biden led the us â€œresponseâ€ to hn virus inthe result of demented joeâ€™s â€œleaâ€","unknown","negative"
"795","release joe from your clutches your campaign is elder abuse","unknown","negative"
"796","we dont need tracing you and your goons will misuse it like fisa and dhs its probably the reason youâ€","joy","neutral"
"797","ukraine","unknown","positive"
"798","votefor president","unknown","positive"
"799","shut up ğÿ","unknown","positive"
"800","canâ€™t agree more with you","unknown","positive"
"801","wake up joe the public needs to exercise caution there are many who are not including the anarchistsâ€","unknown","negative"
"802","please donâ€™t forget the teacherswe need ppe and can iâ€™ll afford to end up buying for us and out different classes","joy","negative"
"803","president trump is doing his job thats why the dems are so mad","anger","negative"
"804","no we dont we have a cure and prophylaxisnot to mention more cases and fewer deaths means the mortaâ€","unknown","positive"
"805","you havenâ€™t had a testyou have all the resources at your disposal yet you donâ€™t believe in testing enough to test yourself","unknown","positive"
"806","we need more than ppe we deserve hazard pay financial protection when we get infected and guaranteed liâ€","sadness","negative"
"807","spoiler he wont","unknown","positive"
"808","no testing plan really factovermillion people tested whos saying theres no testing plan","unknown","positive"
"809","youre not going to do much from the basement","unknown","positive"
"810","joe biden starts all â€œhisâ€ tweets and speeches with â€œwe needâ€heâ€™s hadyears in government includingâ€","unknown","positive"
"811","ğÿ˜€","unknown","positive"
"812","we need medicareforall","unknown","negative"
"813","weve tested and traced this virus more than any other virus in history of the worldhow did yâ€","unknown","negative"
"814","go back to the basement joe â˜ï","unknown","positive"
"815","medicareforall would fix this eattherich","unknown","positive"
"816","whos writing joes comprehensive plan its definitely not joe","unknown","positive"
"817","yes we need good president","joy","neutral"
"818","good luck with that","joy","positive"
"819","how about the govt make a deal with large companies like amazon and major ppe manufacturers to come togeâ€","joy","positive"
"820","as for this â€œtracingâ€ program please do tell what kind of unconstitutional gestapo ideas you have to shaâ€","joy","positive"
"821","agree this tweet tho has become repetitive and boring give us something new to rally behindâ€","unknown","neutral"
"822","no no no no we are tired of masks and being traced numbers are being hicked up dont care when you alâ€","disgust","negative"
"823","narrator joe biden wants you to get murdered by home invaders just listen to thisjoe yes absoluâ€","sadness","neutral"
"824","where is thatbillion in cash","unknown","negative"
"825","child abuser","unknown","negative"
"826","you could have been doing your job while vp and warned americans of covid but you didntyou and obaâ€","unknown","negative"
"827","trump is doing his jobyou are being led around like a small child","joy","neutral"
"828","everybodys got everything they need right now","unknown","neutral"
"829","joe youâ€™ve done nothing for decadesgo away and let someone new do it","unknown","positive"
"830","trump has already done all of these things while you were sleeping are you awake now","unknown","positive"
"831","hey joe do me a favor on the afternoon of january th can you request that congress provide a â€","joy","positive"
"832","you would have the whole country line up for testing even with no symptoms and separate us into camps ofâ€","unknown","positive"
"833","kodak","unknown","positive"
"834","not smartnever been","unknown","positive"
"835","we need a president who doesnâ€™t need s to remind himself to â€œtell the truthâ€ ğÿğÿâ€â™€ï leave this to theâ€","unknown","negative"
"836","why arenâ€™t front line workers dying at an alarming rate if things are this bad answer me that","sadness","negative"
"837","get you and your pedophile friends out of his way then sleepy joe trumpâ€","sadness","negative"
"838","same failed message over amp over same failed message over amp over same failed message over amp over same failâ€","unknown","positive"
"839","he is doing his job what the hell are you doing","unknown","negative"
"840","no tax returnsno debates","unknown","negative"
"841","hcqworks","unknown","positive"
"842","trump is doing a great job we need you amp the idiots to stop with the daily scare tactics we are not maiâ€","fear","negative"
"843","we already have all that your administration depleted the stockpile causing delay in ppe hcq zpac andâ€","unknown","positive"
"844","we need hydroxychloroquin","unknown","negative"
"845","joe it is too late for trump to do his jobwe will hold on until you become president","unknown","positive"
"846","with the china plague having already spread throughout the world tracing doesnâ€™t do any good tracing isâ€","anger","neutral"
"847","we need hcq ampto get back to living","sadness","negative"
"848","we need trackers to help control the pandemic","unknown","neutral"
"849","did you not listen to the presidents press conference the other daythere is plenty of ppe stockpiledâ€","unknown","positive"
"850","unfortunately the democrats chose to politicize the wuhan virus cuomo botched the epicenter in new yorkâ€","unknown","negative"
"851","covidest il une chance pour vousa mon sens vous ne parlez que de ãa et rien rien","unknown","positive"
"852","we need a nationwideweek shut down","unknown","negative"
"853","what would be advisable people engage brain before starting mouth","unknown","positive"
"854","joe we are giving you the opportunity to join our movement","unknown","positive"
"855","dude we do we test k a day and only find k cases we test more than enough people get the hell outta here","sadness","negative"
"856","we the people need to hear you answer tough questions randomly and without s just like trump does riâ€","joy","neutral"
"857","he is and it didnt take him yrs and counting to do it joe","unknown","positive"
"858","he is in his sandbox playing with american humans lives","unknown","positive"
"859","chinnese man","unknown","positive"
"860","all we need is hydroxychloroquine","unknown","negative"
"861","why are we pullingtroops out of germanyare you keeping a check list so you can go back amp fix everything he screwed up","unknown","negative"
"862","too late joe november he will be voted out he doesnt care about whats happening","joy","positive"
"863","i agree future president and i bet you can organize thatğÿšğÿšğÿšğÿ’ğÿ’ğÿ’ğÿ’","unknown","positive"
"864","the under funded school i work at has provided me with more ppe than i need if a poorly funded school caâ€","unknown","negative"
"865","no joe we donâ€™t need a nationwide testing strategy all that does is show whoâ€™s had it or has it if youâ€","unknown","negative"
"866","sadly it seems as ifis going to just let it ride til you are sworn in janpresident biden","sadness","neutral"
"867","get out man","sadness","negative"
"868","joe only you will show trumpet how effective you will be as president please pick susan rice as vp","joy","neutral"
"869","im with joel lets get it done joebidenlandslide","sadness","negative"
"870","if spreading lies and fear is the only way you can win then sure lies fakecovidnumbers","fear","negative"
"871","your absolutely right i may not love you as a candidate but i could put our differences of opinion asideâ€","joy","neutral"
"872","we need single payer healthcarewe need free and fair electionswe need to get money out of politicsâ€","sadness","negative"
"873","youre disqualified","unknown","positive"
"874","yo mindless joe you ainâ€™t tracing me and tell us all again howyou would do better than arecoveryâ€","unknown","neutral"
"875","million plus tests already done we need hcq zpacks and zinc given to those affected that is not aâ€","unknown","neutral"
"876","did you not watch the press conference yesterdaymillion americans were tested thatâ€™s pretty comprehâ€","unknown","neutral"
